timestamp,ch1,ch2,ch3,ch4,label
0.0,-0.33630637006773273,0.031947613759184784,-0.012150575580315213,-1.3697771151862579,1.0
0.004,2.5401779315753346,3.0157748661081354,1.1510506233075788,2.137423898523344,1.0
0.008,5.335695257223574,5.17863028503643,6.7711782991735685,3.6128014234015993,1.0
0.012,11.781479932333456,8.266278489871501,7.787256262592293,6.959260558427887,1.0
0.016,6.96268430919238,8.103023123849136,8.399715348804074,5.930612073150894,1.0
0.02,8.591165615250578,10.14769755315119,8.249301530793954,9.727857863898613,1.0
0.024,8.406285138564716,10.177308051498965,11.156991126487263,9.746439946087985,1.0
0.028,9.919642128166508,8.38971394452355,12.084331478767178,12.55883094798671,1.0
0.032,10.062861873182129,9.363242571778615,8.600631278057405,8.678509931224793,1.0
0.036000000000000004,6.8433924134772655,6.0470576241031235,6.787746329193421,7.884088823520958,1.0
0.04,8.228787626971423,6.171077948672343,5.716399346781777,6.139270058127126,1.0
0.044,3.1193877794783775,3.02906730142337,3.5829624586151545,5.487488680351788,1.0
0.048,0.8917204017881999,2.7826679028770287,3.603807516836852,3.5221312755072,1.0
0.052000000000000005,-1.4424350090657894,-2.2583346718974164,-2.495920313096735,-0.575748328306029,1.0
0.056,-2.9298217478843336,-5.622680630451292,-2.4591883268093504,-3.6183841057513897,1.0
0.06,-4.136085910582638,-6.571695697176358,-7.428935394795322,-6.390213309340278,1.0
0.064,-7.86685457402167,-7.912318331879717,-6.65831503157626,-9.956173326051346,1.0
0.068,-10.941655735348006,-10.252143933777585,-10.540437922618887,-8.957534372151182,1.0
0.07200000000000001,-10.919033870711285,-9.204706947321636,-10.031811843109649,-9.983614584135434,1.0
0.076,-11.566340614571214,-9.808827490368111,-12.17576105292666,-11.594678711460478,1.0
0.08,-11.17233118952622,-9.07372646462179,-7.418421492514723,-7.488763222663447,1.0
0.084,-8.911232223498091,-8.893394353205291,-10.167524602306187,-9.561376981126994,1.0
0.088,-6.997949964572162,-8.931293088302205,-5.452417658267138,-7.146689966244276,1.0
0.092,-5.568112253749666,-3.2621754147957316,-2.8059202325437633,-3.6082560292785275,1.0
0.096,0.4266280451678095,-4.275548679762407,-2.4302844391897227,-1.573681690578706,1.0
0.1,3.143666969573603,0.2541460069786227,2.15286079878969,1.2015136785228553,1.0
0.10400000000000001,1.2952500712865125,3.833417595333813,1.7181684296035344,2.4173490040351058,1.0
0.108,5.616435546980789,0.9593467304552132,3.5958225923307716,4.426092687652973,1.0
0.112,8.24053045807782,8.377415664296743,6.607185478805661,5.569405673015555,1.0
0.116,8.691019941457682,7.611257264929747,9.834442421449618,8.861648092278303,1.0
0.12,8.651423178817181,9.251689134279074,9.788235858492413,11.544169899922743,1.0
0.124,10.223725095098127,7.370367378557342,9.840711820024659,10.717471642880412,1.0
0.128,10.133271259689984,11.100867824503647,8.148610400285282,9.710933490048964,1.0
0.132,8.79795754562979,8.611864717039918,10.063600820094717,9.091790112443423,1.0
0.136,7.379833958818991,8.546941283009929,8.356838400182202,6.488320445570908,1.0
0.14,5.955588877248059,6.412621994184909,8.540875088427235,5.124816582742815,1.0
0.14400000000000002,5.026745602666406,3.200050121338577,3.9853119902963807,2.1483398226980106,1.0
0.148,3.8481889866680508,-0.7143846087149166,1.464487300380064,-0.31128683801852297,1.0
0.152,1.5137273561302427,-0.7903670119969812,-1.04720306770669,-0.19159731697234506,1.0
0.156,-1.7831173316293354,-4.795804925254897,-3.4605402200823763,-2.704717471688414,1.0
0.16,-7.448298097426412,-7.730901970193441,-4.2640959663696165,-7.350397471046996,1.0
0.164,-7.498502619266042,-7.740895607068441,-6.277343297969043,-10.341776421755279,1.0
0.168,-9.46548586431835,-11.126492013808644,-7.673939958259979,-10.482164708064156,1.0
0.17200000000000001,-8.895483953548739,-10.841668519975034,-10.084023870735239,-6.169789929825644,1.0
0.176,-8.669373944131252,-11.760668979599595,-8.71092930023602,-6.8446572909932275,1.0
0.18,-7.383940160823467,-9.24914887888912,-8.676462480013159,-6.770970647156732,1.0
0.184,-9.276459263163904,-9.424158961233687,-6.190982024834201,-9.936165316426196,1.0
0.188,-5.205919263876494,-4.178799272956013,-9.134363578279757,-6.061131458389082,1.0
0.192,-1.6886947037651998,-6.528702652346077,-4.618378791239298,-7.949156721646664,1.0
0.196,-4.903806399078146,-1.0354287611614952,-2.9649352789701715,-3.6673740047273933,1.0
0.2,-2.077494409429463,1.1964835514657142,-0.6437937492218354,0.4041858868014344,1.0
0.20400000000000001,0.7278098853276027,1.0557529585488306,4.485868010896809,2.976647895671432,1.0
0.20800000000000002,3.8246156410400425,5.226178695643593,5.177606431856599,3.14760841153832,1.0
0.212,9.334772048929544,6.11570818304226,3.0599085538517623,6.780323137900277,1.0
0.216,7.967702844142059,8.857695004334449,9.158383925625069,12.014464335219486,1.0
0.22,10.908033344581272,7.07762394792106,10.178743473936999,7.7049626969997265,1.0
0.224,11.640767292607807,11.30703684837984,11.680306068651202,11.816971076760636,1.0
0.228,10.046315852673922,6.920067843615028,8.823392511040758,11.115433037711608,1.0
0.232,10.918441009196425,7.0853289000919215,9.524523909854949,8.973407840659048,1.0
0.23600000000000002,5.051818762450352,9.133270737286653,7.515474104893161,8.454518653837555,1.0
0.24,3.366838638138947,7.907069580798252,3.8300219305339382,2.079809887946129,1.0
0.244,5.349975247093049,2.4278350205644523,0.7312070257808259,-0.9746575837092681,1.0
0.248,3.5592030242437422,1.4276598721546878,5.100512467111045,1.7887829618525588,1.0
0.252,-3.0662901578811197,2.1787720734159963,-0.7456266519289815,-0.9576395682509942,1.0
0.256,-3.582923112739932,-2.0621313824999756,-5.690990889261317,-3.1411925699678016,1.0
0.26,-6.034381102118095,-4.456879694795732,-7.242456246402825,-5.018895049972753,1.0
0.264,-8.341482688733466,-8.460026023994832,-9.506958704351055,-7.506602381461804,1.0
0.268,-9.774222530826481,-8.434340033558332,-9.827681351188984,-11.07676227978348,1.0
0.272,-11.40017001839723,-9.73889937185095,-9.831034706161754,-8.365167034453549,1.0
0.276,-9.83630160619445,-9.731462905381463,-8.1730931379429,-12.379847641893548,1.0
0.28,-7.758094517165206,-12.50025065947691,-10.422398178622615,-7.593926678981358,1.0
0.28400000000000003,-6.86423744864957,-6.435534770244336,-8.075720436736711,-13.08791801092037,1.0
